Id,LotArea,YearBuilt,BedroomAbvGr,LotShape,CentralAir,LotFrontage,MasVnrArea,GarageYrBlt,GarageType,SalePrice
405,10364,1995,3,IR1,Y,NA,0,1995,BuiltIn,161019.936
406,9991,1976,3,IR1,Y,NA,0,1993,Attchd,143767.8
407,10480,1936,3,Reg,Y,51,0,1936,Detchd,110221.98
408,15576,1915,4,Reg,Y,63,0,1960,Attchd,169646.004
409,14154,2006,3,Reg,Y,109,350,2006,Attchd,268366.56
410,10800,2007,3,Reg,Y,85,100,2008,Attchd,325634.067
411,9571,1958,3,Reg,Y,68,0,1958,Attchd,57507.12
412,34650,1955,3,Reg,N,100,0,1955,Attchd,138975.54
413,4403,2009,2,IR2,Y,NA,432,2009,Attchd,212776.344
414,8960,1927,2,Reg,Y,56,0,1927,Detchd,110221.98
415,11228,1993,3,IR2,Y,59,0,1993,Attchd,218527.056
416,8899,2007,3,IR1,Y,73,0,2007,Attchd,173608.2446
417,7844,1978,3,Reg,Y,74,203,1978,Attchd,143288.574
418,22420,1918,4,IR1,N,86,0,1918,Detchd,229070.028
419,8160,1940,3,Reg,N,60,0,1940,Detchd,120764.952
420,8450,1968,3,Reg,Y,65,0,1968,Attchd,136100.184
421,7060,1997,2,Reg,Y,78,200,1997,Attchd,197728.6476
422,16635,1977,3,IR1,Y,NA,126,1977,Attchd,206067.18
423,21750,1954,2,Reg,Y,100,0,1954,Attchd,108305.076
424,9200,1998,4,Reg,Y,80,473,1998,Attchd,301912.38
425,9000,1956,2,Reg,Y,72,74,1956,Attchd,133224.828
426,3378,1946,3,Reg,Y,60,0,1947,Detchd,129391.02
427,12800,1989,2,Reg,Y,NA,145,1989,Attchd,263574.3
428,8593,1957,3,IR1,Y,77,0,1964,Detchd,104478.9356
429,6762,2007,2,Reg,Y,64,108,2007,Attchd,187281.5208
430,11457,1988,3,IR1,Y,130,0,1988,Attchd,167729.1
431,1680,1971,2,Reg,Y,21,232,1971,Detchd,81851.8008
432,5586,1920,4,IR1,Y,60,0,NA,NA,76580.3148
433,1920,1971,2,Reg,Y,24,376,1971,Detchd,117410.37
434,10839,1997,3,IR1,Y,100,0,1997,Attchd,173479.812
435,1890,1972,1,Reg,Y,21,0,NA,NA,77634.612
436,10667,1996,3,IR2,Y,43,0,1996,Attchd,203191.824
437,4400,1920,2,Reg,Y,40,0,1990,Detchd,111180.432
438,6000,1926,2,Reg,Y,50,0,1926,Detchd,114055.788
439,4280,1913,2,Reg,N,40,0,1990,Detchd,86596.1382
440,12354,1920,3,Reg,Y,67,0,2005,Detchd,105429.72
441,15431,2008,2,Reg,Y,105,200,2008,Attchd,531940.86
442,12108,1955,4,Reg,N,92,270,NA,NA,113097.336
443,6240,1930,3,Reg,Y,52,0,1930,Detchd,156131.8308
444,3922,2006,2,Reg,Y,53,72,2007,Attchd,165332.97
445,8750,1994,4,Reg,Y,70,0,1994,Attchd,201274.92
446,9855,1956,3,Reg,Y,73,0,1956,Attchd,122202.63
447,16492,1966,2,IR1,Y,137,0,1966,Attchd,182105.88
448,11214,1998,4,IR1,Y,NA,0,1998,Attchd,191594.5548
449,8600,1937,3,Reg,Y,50,0,1937,Detchd,114535.014
450,6000,1948,2,Reg,Y,50,0,1981,Detchd,115014.24
451,5684,1930,2,Reg,Y,70,0,1932,Detchd,105429.72
452,70761,1975,2,IR1,Y,62,0,1975,Attchd,268366.56
453,9303,1996,3,IR1,Y,NA,42,1996,Attchd,195524.208
454,9000,2008,3,Reg,Y,75,0,2008,Attchd,201274.92
455,9297,1976,4,Reg,Y,63,0,1976,Detchd,180188.976
456,9600,1973,3,Reg,Y,80,320,1973,Attchd,168208.326
457,4571,1916,4,Reg,N,34,0,1916,Detchd,93928.296
458,53227,1954,2,IR1,Y,NA,0,1954,Attchd,245363.712
459,5100,1925,3,Reg,Y,NA,0,1925,Detchd,154310.772
460,7015,1950,3,IR1,Y,NA,161,1950,Detchd,105429.72
461,8004,2009,3,IR1,Y,75,110,2009,BuiltIn,252489.8026
462,7200,1936,3,Reg,Y,60,0,1971,Detchd,148560.06
463,8281,1965,3,IR1,Y,60,0,1965,Detchd,59791.11112
464,11988,1934,3,IR1,Y,74,0,1939,Detchd,180859.8924
465,8430,1978,3,Reg,Y,60,136,NA,NA,118848.048
466,3072,2004,2,Reg,Y,NA,18,2004,Attchd,171313.7105
467,10628,1970,2,Reg,Y,85,0,1970,Attchd,160061.484
468,9480,1942,3,Reg,Y,79,224,1942,Attchd,140413.218
469,11428,2006,3,IR1,Y,98,248,2006,Attchd,239613
470,9291,1993,3,IR1,Y,76,120,1993,Attchd,179230.524
471,6820,1985,1,IR1,Y,NA,0,1985,Attchd,203191.824
472,11952,1977,3,Reg,Y,92,0,1977,Attchd,182105.88
473,3675,2005,2,Reg,Y,35,80,2005,Basment,141850.896
474,14977,2006,2,IR1,Y,110,304,2006,Attchd,421718.88
475,5330,2000,2,Reg,Y,41,0,2000,Attchd,240571.452
476,8480,1963,2,Reg,Y,80,0,1996,Detchd,126994.89
477,13125,1997,3,Reg,Y,75,215,1997,Attchd,200220.6228
478,13693,2006,3,Reg,Y,105,772,2006,BuiltIn,364211.76
479,10637,2007,3,Reg,Y,79,336,2007,Attchd,284660.244
480,5925,1937,2,Reg,Y,50,435,1995,Detchd,85753.65889
481,16033,2004,3,IR1,Y,98,378,2004,Attchd,312455.352
482,11846,2003,2,IR1,Y,72,562,2003,Attchd,358461.048
483,2500,1915,4,Reg,Y,50,0,1915,Attchd,148560.06
484,4500,1998,2,Reg,Y,32,116,1998,Attchd,157186.128
485,7758,1962,3,IR1,Y,NA,0,1963,Detchd,126994.89
486,9600,1950,3,Reg,Y,80,0,1950,Attchd,140892.444
487,10289,1965,3,Reg,Y,79,168,1965,Attchd,149518.512
488,12243,1971,3,IR1,Y,70,0,1971,Attchd,167729.1
489,10800,1900,3,Reg,N,60,0,1970,Attchd,153352.32
490,1526,1970,1,Reg,Y,21,NA,1970,Attchd,82426.872
491,2665,1976,3,Reg,Y,NA,0,1976,BuiltIn,110221.98
492,9490,1941,3,Reg,Y,79,0,1941,Attchd,127474.116
493,15578,2006,3,IR1,Y,105,0,2006,Attchd,165606.1288
494,7931,1960,3,Reg,Y,70,0,1964,Detchd,148560.06
495,5784,1938,2,Reg,Y,50,0,1938,Attchd,87506.6676
496,7879,1920,2,Reg,N,60,0,NA,NA,33449.9748
497,12692,1992,4,IR1,Y,NA,0,1992,Attchd,412134.36
498,9120,1925,4,Reg,Y,60,0,1925,Detchd,176355.168
499,7800,1967,3,Reg,Y,65,89,1967,Attchd,124598.76
500,7535,1958,2,IR1,Y,70,0,1958,Attchd,115014.24
501,1890,1973,3,Reg,Y,21,285,1973,Detchd,108305.076
502,9803,2005,3,Reg,Y,75,0,2005,Attchd,217281.0684
503,9170,1965,2,Reg,Y,70,0,1965,Detchd,134183.28
504,15602,1959,1,IR1,Y,100,0,1959,Attchd,276992.628
505,2308,1974,3,Reg,Y,24,0,1974,Attchd,140892.444
506,7596,1952,4,Reg,Y,60,360,1952,Detchd,119327.274
507,9554,1993,3,IR1,Y,80,125,1993,Attchd,206067.18
508,7862,2009,2,IR1,Y,75,0,2009,Attchd,199645.5516
509,9600,1928,3,Reg,Y,60,0,1928,Detchd,154310.772
510,9600,1959,3,Reg,Y,80,132,1959,Attchd,119327.274
511,14559,1951,2,Reg,Y,75,70,1951,CarPort,158048.7348
512,6792,2005,2,IR1,Y,40,94,2005,Attchd,194244.6746
513,9100,1958,3,Reg,Y,70,0,1964,Detchd,124502.9148
514,9187,1983,3,Reg,Y,71,0,1983,Attchd,128432.568
515,10594,1926,2,Reg,N,55,0,1926,Detchd,92490.618
516,12220,2009,3,Reg,Y,94,305,2009,Attchd,386122.9312
517,10448,1972,3,IR1,Y,NA,333,1972,Attchd,151435.416
518,10208,1996,3,IR1,Y,79,921,1996,Attchd,253989.78
519,9531,1998,3,IR1,Y,NA,0,1998,Attchd,202233.372
520,10918,1926,3,Reg,Y,53,0,1926,Detchd,224277.768
521,10800,1900,3,Reg,N,60,0,NA,NA,101835.525
522,11988,1957,3,IR1,Y,90,0,1957,Attchd,143767.8
523,5000,1947,3,Reg,Y,50,0,1950,Detchd,152393.868
524,40094,2007,3,IR1,Y,130,762,2007,BuiltIn,177074.007
525,11787,1996,3,IR1,Y,95,594,1996,Attchd,302631.219
526,7500,2005,3,Reg,Y,62,0,2005,Attchd,168687.552
527,13300,1956,2,Reg,Y,70,0,1956,Attchd,126515.664
528,14948,2008,3,IR1,Y,67,268,2008,Attchd,427719.748
529,9098,1920,2,IR1,Y,58,0,NA,NA,82426.872
530,32668,1957,4,IR1,Y,NA,NA,1975,Attchd,192288.474
531,10200,1988,3,Reg,Y,85,219,1988,Attchd,167729.1
532,6155,1920,3,IR1,Y,60,0,1920,Detchd,122681.856
533,7200,1955,2,Reg,Y,60,0,1967,Detchd,103033.59
534,5000,1946,1,Reg,N,50,0,NA,NA,37667.1636
535,9056,2004,3,IR1,Y,74,0,2004,Attchd,170604.456
536,7000,1910,3,Reg,Y,70,0,NA,NA,103033.59
537,8924,1998,3,IR1,Y,57,0,1998,Attchd,180188.976
538,12735,1972,3,IR1,Y,NA,0,1980,Detchd,106627.785
539,11553,1968,3,IR1,Y,NA,188,1968,Attchd,151435.416
540,11423,2001,3,Reg,Y,NA,479,2001,Attchd,260698.944
541,14601,2006,2,Reg,Y,85,584,2006,Attchd,301912.38
542,11000,2000,4,Reg,Y,NA,72,2000,BuiltIn,237696.096
543,10140,1998,3,Reg,Y,78,0,1998,Attchd,204389.889
544,4058,1998,1,Reg,Y,34,182,1998,Attchd,127474.116
545,17104,2006,3,IR1,Y,58,0,2006,Attchd,172200.2786
546,13837,1988,4,IR1,Y,NA,178,1988,Attchd,219485.508
547,8737,1923,3,IR1,Y,70,0,1950,Detchd,201274.92
548,7244,1970,2,Reg,Y,54,0,1987,Detchd,124119.534
549,8235,1955,2,IR1,Y,49,0,1963,Detchd,119806.5
550,9375,2003,4,Reg,Y,75,0,2003,BuiltIn,252072.876
551,4043,1977,2,Reg,Y,53,0,1977,Attchd,134183.28
552,6000,1957,3,Reg,Y,50,0,1957,Attchd,107825.85
553,11146,2006,3,IR1,Y,87,250,2006,Attchd,244884.486
554,8777,1949,2,Reg,Y,67,0,2002,Detchd,103512.816
555,10625,2003,3,Reg,Y,85,292,2003,BuiltIn,272200.368
556,6380,1922,2,Reg,Y,58,0,1922,Detchd,108305.076
557,14850,1957,2,IR1,Y,69,0,1957,Attchd,135141.732
558,11040,1920,3,Reg,Y,60,0,1994,CarPort,103512.816
559,21872,1996,3,IR2,Y,57,0,1996,Attchd,167729.1
560,3196,2003,2,Reg,Y,NA,18,2003,Attchd,224277.768
561,11341,1957,3,IR1,Y,NA,180,1957,Detchd,116451.918
562,10010,1974,2,Reg,Y,77,0,1975,Attchd,162936.84
563,13907,1940,3,Reg,Y,63,0,NA,NA,103512.816
564,21780,1918,4,Reg,Y,66,0,1955,Detchd,177313.62
565,13346,1992,4,IR1,Y,NA,NA,1992,Attchd,256865.136
566,6858,1915,4,Reg,N,66,0,1920,Detchd,122681.856
567,11198,2005,4,IR1,Y,77,245,2005,BuiltIn,311496.9
568,10171,2004,3,IR1,Y,70,168,2004,Attchd,205108.728
569,12327,1983,1,IR1,Y,79,0,1983,BuiltIn,303445.9032
570,7032,1979,2,IR1,Y,NA,0,1979,Detchd,130311.1339
571,13101,1965,6,IR1,Y,74,108,1987,Detchd,136675.2552
572,7332,1959,2,Reg,Y,60,207,1959,Attchd,115014.24
573,13159,2009,3,IR1,Y,83,0,2009,Attchd,215172.474
574,9967,2000,3,IR1,Y,76,0,2000,BuiltIn,162936.84
575,10500,1971,3,Reg,Y,70,82,1971,BuiltIn,133224.828
576,8480,1947,2,Reg,Y,80,0,1947,Detchd,113576.562
577,6292,1928,3,Reg,Y,52,0,1928,Detchd,138975.54
578,11777,1966,3,IR1,Y,96,97,1966,Attchd,157665.354
579,3604,2007,2,Reg,Y,34,0,2007,Detchd,139933.992
580,12150,1954,4,Reg,N,81,335,1954,Attchd,126036.438
581,14585,1960,3,IR1,Y,NA,85,1960,Attchd,174342.4188
582,12704,2008,3,Reg,Y,98,306,2009,Attchd,242769.1824
583,11841,1990,3,Reg,Y,81,104,NA,NA,113576.562
584,13500,1893,3,Reg,Y,75,0,1988,Detchd,311496.9
585,6120,1935,3,Reg,Y,51,0,1935,Detchd,127474.116
586,11443,2005,2,Reg,Y,88,208,2005,Attchd,354531.3948
587,10267,1918,2,Reg,Y,55,0,1961,Detchd,124598.76
588,8740,1982,2,IR1,Y,74,0,1996,Detchd,131307.924
589,25095,1968,1,IR1,Y,65,0,1968,Attchd,137058.636
590,9100,1930,2,Reg,Y,50,0,1988,Detchd,76196.934
591,8320,2004,3,Reg,Y,64,0,2004,Attchd,178176.2268
592,13478,2008,3,IR1,Y,97,420,2008,BuiltIn,433172.3814
593,6600,1982,2,Reg,Y,60,0,1985,Detchd,132266.376
594,4435,2003,1,Reg,Y,NA,170,2003,Attchd,134183.28
595,7990,1975,3,IR1,Y,88,0,1981,Detchd,105429.72
596,11302,2005,3,IR1,Y,69,238,2005,Attchd,305746.188
597,3600,1910,3,Reg,N,60,0,1930,Detchd,109746.5878
598,3922,2006,2,Reg,Y,53,72,2006,Attchd,186132.3369
599,12984,1977,3,Reg,Y,80,459,1977,Attchd,208463.31
600,1950,1980,3,Reg,Y,24,0,1980,Attchd,144726.252
601,10927,2005,3,Reg,Y,74,280,2003,BuiltIn,263574.3
602,9000,1937,3,Reg,Y,50,0,1979,Detchd,135141.732
603,10041,1992,3,IR1,Y,80,NA,1992,Attchd,210859.44
604,3182,2004,2,Reg,Y,30,0,2004,Detchd,144726.252
605,12803,2002,3,IR1,Y,88,99,2002,Attchd,211817.892
606,13600,1965,3,Reg,Y,85,176,1965,Attchd,196482.66
607,12464,1996,3,IR2,Y,82,0,2000,Detchd,145684.704
608,7800,1948,3,Reg,Y,78,0,1948,Attchd,215651.7
609,12168,1934,4,Reg,Y,78,0,1934,Basment,344180.1132
610,7943,1961,3,Reg,Y,61,192,1961,Attchd,113576.562
611,11050,2000,3,Reg,Y,NA,204,2000,Attchd,299995.476
612,10395,1978,3,IR1,Y,NA,233,1978,Attchd,141850.896
613,11885,2001,3,Reg,Y,NA,108,2001,BuiltIn,250635.198
614,8402,2007,3,Reg,Y,70,0,NA,NA,140892.444
615,1491,1972,1,Reg,Y,21,0,NA,NA,72363.126
616,8800,1963,3,Reg,Y,80,156,1963,Attchd,131787.15
617,7861,2002,3,IR1,Y,NA,0,2002,Attchd,175588.4064
618,7227,1954,2,Reg,Y,59,0,1962,Detchd,101116.686
619,11694,2007,3,Reg,Y,90,452,2007,Attchd,301733.1495
620,12244,2003,4,Reg,Y,85,226,2003,Attchd,292327.86
621,8248,1914,2,Reg,N,45,0,NA,NA,64216.284
622,10800,1974,4,Reg,Y,90,0,1974,Attchd,230028.48
623,7064,1977,3,Reg,Y,71,153,1986,Detchd,129391.02
624,2117,2000,2,Reg,Y,NA,513,2000,Detchd,161499.162
625,10400,1972,4,Reg,Y,80,288,1972,Attchd,158288.3478
626,10000,1962,3,IR1,Y,87,261,1962,Attchd,153352.32
627,12342,1960,3,IR1,Y,NA,0,1960,Attchd,134087.4348
628,9600,1955,3,Reg,Y,80,164,1955,Basment,146643.156
629,11606,1969,5,IR1,Y,70,192,1969,Attchd,129391.02
630,9020,1964,3,Reg,Y,82,259,1964,Attchd,161499.162
631,9000,1880,3,Reg,Y,50,0,1937,Detchd,118848.048
632,4590,2006,2,Reg,Y,34,108,2006,Attchd,200795.694
633,11900,1977,3,Reg,Y,85,209,1977,Attchd,79072.29
634,9250,1954,3,Reg,Y,80,0,1954,Attchd,133608.2088
635,6979,1980,0,Reg,Y,64,0,1980,Detchd,138017.088
636,10896,1914,8,Reg,Y,60,0,NA,NA,191690.4
637,6120,1936,1,Reg,N,51,0,NA,NA,57507.12
638,6000,1954,3,Reg,Y,50,0,1954,BuiltIn,89136.036
639,8777,1910,2,Reg,Y,67,0,NA,NA,81468.42
640,3982,2006,1,Reg,Y,53,0,2006,Attchd,253569.0196
641,12677,2003,1,IR1,Y,62,472,2003,Attchd,262615.848
642,7050,2001,3,Reg,Y,NA,NA,2001,Attchd,216610.152
643,13860,1972,4,Reg,Y,75,0,1972,Attchd,330665.94
644,10793,1969,4,Reg,Y,80,263,1969,Attchd,145684.704
645,9187,2009,2,Reg,Y,85,162,2009,Attchd,355468.7609
646,10530,1971,3,IR1,Y,NA,0,1979,Detchd,137298.249
647,7200,1950,3,Reg,Y,60,0,1950,Detchd,94215.8316
648,10452,1953,3,IR1,Y,85,216,1953,Attchd,148560.06
649,7700,1966,4,Reg,Y,70,351,1966,Attchd,148560.06
650,1936,1970,1,Reg,Y,21,0,NA,NA,80989.194
651,8125,2007,3,Reg,Y,65,NA,2007,Attchd,197393.1894
652,9084,1940,4,Reg,Y,60,0,1940,Detchd,103512.816
653,8750,1996,2,Reg,Y,70,0,1996,Attchd,183064.332
654,10320,1906,3,Reg,Y,60,0,1906,Detchd,129391.02
655,10437,1995,2,IR1,Y,91,660,1995,Attchd,335458.2
656,1680,1971,3,Reg,Y,21,381,1971,Detchd,84343.776
657,10007,1959,3,IR1,Y,72,54,1959,Attchd,139454.766
658,7200,1931,3,Reg,Y,60,0,1931,Attchd,142809.348
659,17503,1948,3,Reg,Y,78,0,1948,Attchd,93449.07
660,9937,1964,3,Reg,Y,75,0,1968,Detchd,160061.484
661,12384,1976,3,Reg,Y,NA,233,1976,Attchd,189677.6508
662,46589,1994,4,IR2,Y,52,528,1994,Attchd,385297.704
663,13560,1968,2,Reg,Y,120,216,1968,Attchd,105429.72
664,10012,1972,3,Reg,Y,90,0,1974,Detchd,131787.15
665,20896,2005,1,IR2,Y,49,0,2005,Attchd,405425.196
666,11194,2000,3,IR1,Y,106,40,2000,Attchd,220923.186
667,18450,1965,3,IR1,Y,NA,113,1965,CarPort,123640.308
668,8125,1994,3,Reg,Y,65,258,1994,Attchd,185460.462
669,14175,1956,3,Reg,Y,NA,0,1999,Detchd,161019.936
670,11600,1922,2,Reg,Y,80,0,1922,Detchd,131787.15
671,8633,2005,3,Reg,Y,64,0,2005,Attchd,166291.422
672,6629,1925,3,Reg,N,54,0,1930,Detchd,99295.6272
673,11250,1977,3,IR1,Y,NA,0,1977,Attchd,158144.58
674,14442,1957,3,Reg,Y,110,106,1957,Attchd,246801.39
675,9200,1965,3,Reg,Y,80,0,1965,Attchd,134183.28
676,2289,1978,3,Reg,Y,24,0,1978,Attchd,142330.122
677,9600,1900,4,Reg,N,60,0,1920,2Types,83385.324
678,9022,1924,2,Reg,Y,52,0,1924,Detchd,104950.494
679,11844,2008,3,IR1,Y,80,464,2008,Attchd,357023.37
680,9945,1961,3,IR1,Y,NA,57,1963,Detchd,123161.082
681,8012,1980,2,Reg,Y,50,0,1980,Attchd,137058.636
682,4500,1932,3,IR2,Y,55,0,1968,Detchd,152809.8362
683,2887,1996,2,Reg,Y,NA,0,1996,Attchd,165812.196
684,11248,2002,3,IR1,Y,90,215,2002,Attchd,273158.82
685,16770,1998,4,IR2,Y,58,30,1998,Attchd,211817.892
686,5062,1984,3,IR1,Y,NA,0,1984,Attchd,198878.79
687,10207,2007,3,Reg,Y,84,0,2007,Attchd,218407.2495
688,5105,2004,2,IR2,Y,NA,0,2004,Detchd,142617.6576
689,8089,2007,2,Reg,Y,60,0,2007,Attchd,375713.184
690,7577,2005,2,IR1,Y,61,256,2005,Attchd,186610.6044
691,4426,2004,1,Reg,Y,NA,147,2004,Attchd,135141.732
692,21535,1994,4,IR1,Y,104,1170,1994,Attchd,723631.26
693,26178,1989,4,IR1,Y,42,293,1989,Attchd,321081.42
694,5400,1921,2,Reg,Y,60,0,1968,Detchd,103972.873
695,6120,1936,3,Reg,Y,51,0,1995,Detchd,135620.958
696,13811,1987,2,IR1,Y,54,72,1987,Attchd,168687.552
697,6000,1921,2,Reg,Y,50,0,1921,Detchd,85302.228
698,6420,1952,2,IR1,Y,57,0,1952,Detchd,118368.822
699,8450,1965,3,Reg,Y,65,0,1973,Detchd,132745.602
700,4282,2004,2,IR2,Y,59,0,2004,Attchd,187856.592
